,Artist,Track,Genre,Spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Album_Name,Genres,Cluster
975,Post Malone,I Fall Apart,,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4,Post Malone - Rockstar,Pop,3
976,Post Malone,White Iverson,,6eT7xZZlB2mwyzJ2sUKG6w,0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098,audio_features,6eT7xZZlB2mwyzJ2sUKG6w,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,https://api.spotify.com/v1/tracks/6eT7xZZlB2mwyzJ2sUKG6w,https://api.spotify.com/v1/audio-analysis/6eT7xZZlB2mwyzJ2sUKG6w,256533,4,Post Malone - White Iverson,Pop,2
977,Post Malone,Wow.,,7xQAfvXzm3AkraOtGPWIZg,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,audio_features,7xQAfvXzm3AkraOtGPWIZg,spotify:track:7xQAfvXzm3AkraOtGPWIZg,https://api.spotify.com/v1/tracks/7xQAfvXzm3AkraOtGPWIZg,https://api.spotify.com/v1/audio-analysis/7xQAfvXzm3AkraOtGPWIZg,149547,4,Post Malone - Wow.,Pop,0
978,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,audio_features,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040,4,Post Malone And Swae Lee - Sunflower (Spider-Man: Into The Spider-Verse),Pop,2
979,Post Malone & The Weeknd,One Right Now,,1iBpPHBHDlSmuo08SudkIh,0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,audio_features,1iBpPHBHDlSmuo08SudkIh,spotify:track:1iBpPHBHDlSmuo08SudkIh,https://api.spotify.com/v1/tracks/1iBpPHBHDlSmuo08SudkIh,https://api.spotify.com/v1/audio-analysis/1iBpPHBHDlSmuo08SudkIh,193507,4,Post Malone And The Weeknd - One Right Now,Pop,2
980,Prince,Purple Rain,,54X78diSLoUDI3joC2bjMz,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,audio_features,54X78diSLoUDI3joC2bjMz,spotify:track:54X78diSLoUDI3joC2bjMz,https://api.spotify.com/v1/tracks/54X78diSLoUDI3joC2bjMz,https://api.spotify.com/v1/audio-analysis/54X78diSLoUDI3joC2bjMz,520787,4,Prince - Live On Satelite! 30.3.85,Pop,1
981,PSY,Gangnam Style,,03UrZgTINDqvnUMbbIMhql,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,audio_features,03UrZgTINDqvnUMbbIMhql,spotify:track:03UrZgTINDqvnUMbbIMhql,https://api.spotify.com/v1/tracks/03UrZgTINDqvnUMbbIMhql,https://api.spotify.com/v1/audio-analysis/03UrZgTINDqvnUMbbIMhql,219493,4,Psy (7) - Ibiza Club 88,Hip Hop,0
982,Rachel Platten,Fight Song,,37f4ITSlgPX81ad2EvmVQr,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,audio_features,37f4ITSlgPX81ad2EvmVQr,spotify:track:37f4ITSlgPX81ad2EvmVQr,https://api.spotify.com/v1/tracks/37f4ITSlgPX81ad2EvmVQr,https://api.spotify.com/v1/audio-analysis/37f4ITSlgPX81ad2EvmVQr,204013,4,Rachel Platten - Fight Song,Pop,2
983,Rae Sremmurd,No Type,,4scpF6J5uMBvoh6sFB7EL1,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,audio_features,4scpF6J5uMBvoh6sFB7EL1,spotify:track:4scpF6J5uMBvoh6sFB7EL1,https://api.spotify.com/v1/tracks/4scpF6J5uMBvoh6sFB7EL1,https://api.spotify.com/v1/audio-analysis/4scpF6J5uMBvoh6sFB7EL1,200080,4,Rae Sremmurd - No Type,Hip Hop,2
984,Rae Sremmurd,Swang,,6mapJIPnQ23RTAevUoE0DL,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992,audio_features,6mapJIPnQ23RTAevUoE0DL,spotify:track:6mapJIPnQ23RTAevUoE0DL,https://api.spotify.com/v1/tracks/6mapJIPnQ23RTAevUoE0DL,https://api.spotify.com/v1/audio-analysis/6mapJIPnQ23RTAevUoE0DL,208120,4,Rae Sremmurd - Sremmlife II,Hip Hop,1
985,Rae Sremmurd & Juicy J,Powerglide,,4uHMG6j92RRofoG4Jz6IoG,0.711,0.796,1,-5.828,0,0.147,0.0167,0.0,0.137,0.592,173.921,audio_features,4uHMG6j92RRofoG4Jz6IoG,spotify:track:4uHMG6j92RRofoG4Jz6IoG,https://api.spotify.com/v1/tracks/4uHMG6j92RRofoG4Jz6IoG,https://api.spotify.com/v1/audio-analysis/4uHMG6j92RRofoG4Jz6IoG,332747,4,Rae Sremmurd Feat Juicy J - Powerglide,Hip Hop,3
986,Randy Houser,Runnin' Outta Moonlight,,4vlJejZrcujj0nSCqIBeWn,0.526,0.801,2,-3.717,1,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024,audio_features,4vlJejZrcujj0nSCqIBeWn,spotify:track:4vlJejZrcujj0nSCqIBeWn,https://api.spotify.com/v1/tracks/4vlJejZrcujj0nSCqIBeWn,https://api.spotify.com/v1/audio-analysis/4vlJejZrcujj0nSCqIBeWn,193773,4,Randy Houser - How Country Feels,Hip Hop,2
987,Rema & Selena Gomez,Calm Down,,1s7oOCT8vauUh01PbJD6ps,0.799,0.802,11,-5.196,1,0.0371,0.429,0.00128,0.171,0.811,107.008,audio_features,1s7oOCT8vauUh01PbJD6ps,spotify:track:1s7oOCT8vauUh01PbJD6ps,https://api.spotify.com/v1/tracks/1s7oOCT8vauUh01PbJD6ps,https://api.spotify.com/v1/audio-analysis/1s7oOCT8vauUh01PbJD6ps,239318,4,"Rema, Selena Gomez - Calm Down",Hip Hop,2
988,Rich Homie Quan,Flex (Ooh Ooh Ooh),,4T0ScSPdQKmGvruK7pavNP,0.726,0.607,2,-7.68,1,0.0498,0.0389,0.0,0.19,0.891,81.997,audio_features,4T0ScSPdQKmGvruK7pavNP,spotify:track:4T0ScSPdQKmGvruK7pavNP,https://api.spotify.com/v1/tracks/4T0ScSPdQKmGvruK7pavNP,https://api.spotify.com/v1/audio-analysis/4T0ScSPdQKmGvruK7pavNP,176744,4,"Rich Homie Quan - Flex (Ooh, Ooh, Ooh)",Hip Hop,2
989,Rich The Kid,Plug Walk,,1ZAyjvIk9YiD76yYy0TEG6,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,audio_features,1ZAyjvIk9YiD76yYy0TEG6,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,https://api.spotify.com/v1/tracks/1ZAyjvIk9YiD76yYy0TEG6,https://api.spotify.com/v1/audio-analysis/1ZAyjvIk9YiD76yYy0TEG6,175230,4,Rich The Kid - Plug Walk,Hip Hop,0
990,Rihanna,B**** Better Have My Money,,0NTMtAO2BV4tnGvw9EgBVq,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,audio_features,0NTMtAO2BV4tnGvw9EgBVq,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq,219306,4,,Hip Hop,2
991,Rihanna,Diamonds,,1z9kQ14XBSN0r2v6fx4IdG,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,audio_features,1z9kQ14XBSN0r2v6fx4IdG,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,https://api.spotify.com/v1/tracks/1z9kQ14XBSN0r2v6fx4IdG,https://api.spotify.com/v1/audio-analysis/1z9kQ14XBSN0r2v6fx4IdG,225147,4,Rihanna - Diamonds - Remixes,Hip Hop,3
992,Rihanna,Lift Me Up,,35ovElsgyAtQwYPYnZJECg,0.247,0.299,9,-6.083,1,0.0315,0.899,0.0,0.131,0.172,177.115,audio_features,35ovElsgyAtQwYPYnZJECg,spotify:track:35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/tracks/35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/audio-analysis/35ovElsgyAtQwYPYnZJECg,196520,4,Rihanna - Lift Me Up,Hip Hop,1
993,Rihanna,Love On The Brain,,5oO3drDxtziYU2H1X23ZIp,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,audio_features,5oO3drDxtziYU2H1X23ZIp,spotify:track:5oO3drDxtziYU2H1X23ZIp,https://api.spotify.com/v1/tracks/5oO3drDxtziYU2H1X23ZIp,https://api.spotify.com/v1/audio-analysis/5oO3drDxtziYU2H1X23ZIp,224000,3,Rihanna - Love On The Brain (Dance Remixes),Hip Hop,3
994,Rihanna,Needed Me,,4pAl7FkDMNBsjykPXo91B3,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,audio_features,4pAl7FkDMNBsjykPXo91B3,spotify:track:4pAl7FkDMNBsjykPXo91B3,https://api.spotify.com/v1/tracks/4pAl7FkDMNBsjykPXo91B3,https://api.spotify.com/v1/audio-analysis/4pAl7FkDMNBsjykPXo91B3,191600,4,Rihanna - Needed Me,Hip Hop,0
995,Rihanna,Only Girl (In The World),,2ENexcMEMsYk0rVJigVD3i,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,audio_features,2ENexcMEMsYk0rVJigVD3i,spotify:track:2ENexcMEMsYk0rVJigVD3i,https://api.spotify.com/v1/tracks/2ENexcMEMsYk0rVJigVD3i,https://api.spotify.com/v1/audio-analysis/2ENexcMEMsYk0rVJigVD3i,235493,4,Rihanna - Only Girl (In The World),Hip Hop,3
996,Rihanna,Pour It Up,,76VtA90NKurNqaQpV126Ue,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002,audio_features,76VtA90NKurNqaQpV126Ue,spotify:track:76VtA90NKurNqaQpV126Ue,https://api.spotify.com/v1/tracks/76VtA90NKurNqaQpV126Ue,https://api.spotify.com/v1/audio-analysis/76VtA90NKurNqaQpV126Ue,161200,4,Rihanna - Pour It Up (Club Mixes),Hip Hop,2
997,Rihanna,We Found Love,,6qn9YLKt13AGvpq9jfO8py,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,audio_features,6qn9YLKt13AGvpq9jfO8py,spotify:track:6qn9YLKt13AGvpq9jfO8py,https://api.spotify.com/v1/tracks/6qn9YLKt13AGvpq9jfO8py,https://api.spotify.com/v1/audio-analysis/6qn9YLKt13AGvpq9jfO8py,215227,4,Rihanna - We Found Love (Part 1),Hip Hop,2
998,Rihanna,Work,,72TFWvU3wUYdUuxejTTIzt,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,audio_features,72TFWvU3wUYdUuxejTTIzt,spotify:track:72TFWvU3wUYdUuxejTTIzt,https://api.spotify.com/v1/tracks/72TFWvU3wUYdUuxejTTIzt,https://api.spotify.com/v1/audio-analysis/72TFWvU3wUYdUuxejTTIzt,219320,4,Rihanna - Work Dance Remixes,Hip Hop,2
999,Ritt Momney,Put Your Records On,,6AGOKlMZWLCaEJGnaROtF9,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,audio_features,6AGOKlMZWLCaEJGnaROtF9,spotify:track:6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/tracks/6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/audio-analysis/6AGOKlMZWLCaEJGnaROtF9,210463,4,Ritt Momney - Put Your Records On,Country,1
1000,Rixton,Me And My Broken Heart,,1oew3nFNY3vMacJAsvry0S,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084,audio_features,1oew3nFNY3vMacJAsvry0S,spotify:track:1oew3nFNY3vMacJAsvry0S,https://api.spotify.com/v1/tracks/1oew3nFNY3vMacJAsvry0S,https://api.spotify.com/v1/audio-analysis/1oew3nFNY3vMacJAsvry0S,193733,4,Rixton - Me And My Broken Heart (Remixes),Country,3
1001,Rod Stewart,All For Love,,4lsEHglVsLzILTDQ3CNESV,0.51,0.44,2,-11.015,1,0.0293,0.125,0.0,0.0994,0.135,74.8,audio_features,4lsEHglVsLzILTDQ3CNESV,spotify:track:4lsEHglVsLzILTDQ3CNESV,https://api.spotify.com/v1/tracks/4lsEHglVsLzILTDQ3CNESV,https://api.spotify.com/v1/audio-analysis/4lsEHglVsLzILTDQ3CNESV,281200,4,Rod Stewart - All For Love,Country,1
1002,Rod Wave,Heart On Ice,,591ks2A0o7ratTpiRdI7M6,0.732,0.387,10,-8.47,0,0.0741,0.0493,0.0,0.141,0.242,157.875,audio_features,591ks2A0o7ratTpiRdI7M6,spotify:track:591ks2A0o7ratTpiRdI7M6,https://api.spotify.com/v1/tracks/591ks2A0o7ratTpiRdI7M6,https://api.spotify.com/v1/audio-analysis/591ks2A0o7ratTpiRdI7M6,159670,3,Rod Wave - Heart On Ice (Remix),Country,3
1003,Rod Wave,Tombstone,,3zc8VZEpM1onYV4FWGdFvm,0.55,0.637,8,-5.212,1,0.163,0.597,0.0,0.129,0.535,84.448,audio_features,3zc8VZEpM1onYV4FWGdFvm,spotify:track:3zc8VZEpM1onYV4FWGdFvm,https://api.spotify.com/v1/tracks/3zc8VZEpM1onYV4FWGdFvm,https://api.spotify.com/v1/audio-analysis/3zc8VZEpM1onYV4FWGdFvm,160078,4,Rod Wave - Tombstone,Country,2
1004,Roddy Ricch,Late At Night,,6kksmL4t09IgxhajuVDDxR,0.621,0.405,1,-11.26,0,0.437,0.382,0.0,0.152,0.141,98.427,audio_features,6kksmL4t09IgxhajuVDDxR,spotify:track:6kksmL4t09IgxhajuVDDxR,https://api.spotify.com/v1/tracks/6kksmL4t09IgxhajuVDDxR,https://api.spotify.com/v1/audio-analysis/6kksmL4t09IgxhajuVDDxR,174549,4,Roddy Ricch - Late At Night,Country,0
1005,Roddy Ricch,The Box,,0nbXyq5TXYPCO7pr3N8S4I,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,audio_features,0nbXyq5TXYPCO7pr3N8S4I,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I,https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I,196653,4,Roddy Ricch - Please Excuse Me For Being Antisocial,Country,3
1006,Ruth B,Lost Boy,,4h0zU3O9R5xzuTmNO7dNDU,0.71,0.0565,7,-15.099,1,0.0534,0.965,0.0,0.0889,0.348,123.994,audio_features,4h0zU3O9R5xzuTmNO7dNDU,spotify:track:4h0zU3O9R5xzuTmNO7dNDU,https://api.spotify.com/v1/tracks/4h0zU3O9R5xzuTmNO7dNDU,https://api.spotify.com/v1/audio-analysis/4h0zU3O9R5xzuTmNO7dNDU,275280,4,Ruth B - Lost Boy,Country,1
1007,Ryan Hurd With Maren Morris,Chasing After You,,1ZIKpMTRPqhwAoVXWY3tXI,0.596,0.679,4,-6.395,1,0.0394,0.723,0.0,0.116,0.479,131.912,audio_features,1ZIKpMTRPqhwAoVXWY3tXI,spotify:track:1ZIKpMTRPqhwAoVXWY3tXI,https://api.spotify.com/v1/tracks/1ZIKpMTRPqhwAoVXWY3tXI,https://api.spotify.com/v1/audio-analysis/1ZIKpMTRPqhwAoVXWY3tXI,207974,4,,Country,2
1008,SAINt JHN,Roses,,0zLCBJZSiELJf02ucPP9wb,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,audio_features,0zLCBJZSiELJf02ucPP9wb,spotify:track:0zLCBJZSiELJf02ucPP9wb,https://api.spotify.com/v1/tracks/0zLCBJZSiELJf02ucPP9wb,https://api.spotify.com/v1/audio-analysis/0zLCBJZSiELJf02ucPP9wb,176867,4,Saint Jhn - Roses (Imanbek Remix),Country,2
1009,Sam Hunt,Body Like A Back Road,,7FpBQ067pHB67deawpbbcY,0.736,0.458,5,-7.437,1,0.0316,0.441,0.0,0.148,0.65,98.977,audio_features,7FpBQ067pHB67deawpbbcY,spotify:track:7FpBQ067pHB67deawpbbcY,https://api.spotify.com/v1/tracks/7FpBQ067pHB67deawpbbcY,https://api.spotify.com/v1/audio-analysis/7FpBQ067pHB67deawpbbcY,162547,4,Sam Hunt (4) - Body Like A Back Road,Country,2
1010,Sam Hunt,Hard To Forget,,10xuH52YSXHWFwCaF1fsDd,0.689,0.689,4,-5.517,1,0.045,0.23,0.0,0.57,0.664,130.069,audio_features,10xuH52YSXHWFwCaF1fsDd,spotify:track:10xuH52YSXHWFwCaF1fsDd,https://api.spotify.com/v1/tracks/10xuH52YSXHWFwCaF1fsDd,https://api.spotify.com/v1/audio-analysis/10xuH52YSXHWFwCaF1fsDd,204760,4,Sam Hunt (4) - Hard To Forget,Country,2
1011,Sam Hunt,House Party,,1TwLKNsCnhi1HxbIi4bAW0,0.747,0.861,8,-5.251,1,0.0514,0.113,0.0,0.026,0.859,103.966,audio_features,1TwLKNsCnhi1HxbIi4bAW0,spotify:track:1TwLKNsCnhi1HxbIi4bAW0,https://api.spotify.com/v1/tracks/1TwLKNsCnhi1HxbIi4bAW0,https://api.spotify.com/v1/audio-analysis/1TwLKNsCnhi1HxbIi4bAW0,190240,4,Sam Hunt (4) - Street Party (Live),Country,2
1012,Sam Hunt,Leave The Night On,,3wx2kQWPn9p5UppQbNhPAk,0.514,0.951,9,-3.813,1,0.0603,0.0951,0.0,0.349,0.838,171.96,audio_features,3wx2kQWPn9p5UppQbNhPAk,spotify:track:3wx2kQWPn9p5UppQbNhPAk,https://api.spotify.com/v1/tracks/3wx2kQWPn9p5UppQbNhPAk,https://api.spotify.com/v1/audio-analysis/3wx2kQWPn9p5UppQbNhPAk,192160,4,Sam Hunt (4) - Leave The Night On,Country,2
1013,Sam Hunt,Take Your Time,,6DEaND0SHv3sC11xobZLiy,0.558,0.719,11,-5.603,1,0.0419,0.101,0.0,0.212,0.483,158.031,audio_features,6DEaND0SHv3sC11xobZLiy,spotify:track:6DEaND0SHv3sC11xobZLiy,https://api.spotify.com/v1/tracks/6DEaND0SHv3sC11xobZLiy,https://api.spotify.com/v1/audio-analysis/6DEaND0SHv3sC11xobZLiy,243707,4,Sam Hunt (4) - Take Your Time (Deluxe Single),Country,2
1014,Sam Smith,How Do You Sleep?,,6b2RcmUt1g9N9mQ3CbjX2Y,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,audio_features,6b2RcmUt1g9N9mQ3CbjX2Y,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,https://api.spotify.com/v1/tracks/6b2RcmUt1g9N9mQ3CbjX2Y,https://api.spotify.com/v1/audio-analysis/6b2RcmUt1g9N9mQ3CbjX2Y,202205,5,Sam Smith (12) - How Do You Sleep?,Pop,3
1015,Sam Smith,I'm Not The Only One,,5RYtz3cpYb28SV8f1FBtGc,0.709,0.517,5,-7.047,1,0.0535,0.49,0.0,0.0729,0.559,82.034,audio_features,5RYtz3cpYb28SV8f1FBtGc,spotify:track:5RYtz3cpYb28SV8f1FBtGc,https://api.spotify.com/v1/tracks/5RYtz3cpYb28SV8f1FBtGc,https://api.spotify.com/v1/audio-analysis/5RYtz3cpYb28SV8f1FBtGc,223315,4,Sam Smith (12) - In The Lonely Hour,Pop,2
1016,Sam Smith,Lay Me Down,,74sb4Gib0cL3TQeCjYF8vh,0.417,0.332,4,-9.482,1,0.0494,0.773,1.95e-05,0.109,0.172,119.156,audio_features,74sb4Gib0cL3TQeCjYF8vh,spotify:track:74sb4Gib0cL3TQeCjYF8vh,https://api.spotify.com/v1/tracks/74sb4Gib0cL3TQeCjYF8vh,https://api.spotify.com/v1/audio-analysis/74sb4Gib0cL3TQeCjYF8vh,253208,4,Sam Smith (12) - Lay Me Down - DVD Video,Pop,1
1017,Sam Smith,Stay With Me,,5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,audio_features,5Nm9ERjJZ5oyfXZTECKmRt,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,https://api.spotify.com/v1/tracks/5Nm9ERjJZ5oyfXZTECKmRt,https://api.spotify.com/v1/audio-analysis/5Nm9ERjJZ5oyfXZTECKmRt,172724,4,Sam Smith (12) - Stay With Me,Pop,1
1018,Sam Smith,Too Good At Goodbyes,,1mXVgsBdtIVeCLJnSnmtdV,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,audio_features,1mXVgsBdtIVeCLJnSnmtdV,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,https://api.spotify.com/v1/tracks/1mXVgsBdtIVeCLJnSnmtdV,https://api.spotify.com/v1/audio-analysis/1mXVgsBdtIVeCLJnSnmtdV,201000,4,Sam Smith (12) - Too Good At Goodbyes,Pop,1
1019,Sam Smith & Kim Petras,Unholy,,2ri9RTgi8qT03jMx3w3U7M,0.734,0.766,1,-6.702,1,0.0514,0.0032,0.00973,0.323,0.186,127.99,audio_features,2ri9RTgi8qT03jMx3w3U7M,spotify:track:2ri9RTgi8qT03jMx3w3U7M,https://api.spotify.com/v1/tracks/2ri9RTgi8qT03jMx3w3U7M,https://api.spotify.com/v1/audio-analysis/2ri9RTgi8qT03jMx3w3U7M,234411,4,Sam Smith (12) & Kim Petras - Unholy,Pop,2
1020,Sam Smith & Normani,Dancing With A Stranger,,0Cf29jdyWYTNku7m4NdEdM,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.347,102.998,audio_features,0Cf29jdyWYTNku7m4NdEdM,spotify:track:0Cf29jdyWYTNku7m4NdEdM,https://api.spotify.com/v1/tracks/0Cf29jdyWYTNku7m4NdEdM,https://api.spotify.com/v1/audio-analysis/0Cf29jdyWYTNku7m4NdEdM,171030,4,Sam Smith (12) Ft. Normani - Dancing With A Stranger,Pop,2
1021,Sara Bareilles,Brave,,6Uy6K3KdmUdAfelUp0SeXn,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,audio_features,6Uy6K3KdmUdAfelUp0SeXn,spotify:track:6Uy6K3KdmUdAfelUp0SeXn,https://api.spotify.com/v1/tracks/6Uy6K3KdmUdAfelUp0SeXn,https://api.spotify.com/v1/audio-analysis/6Uy6K3KdmUdAfelUp0SeXn,220573,4,Sara Bareilles - Brave,Pop,3
1022,Saweetie,My Type,,5KBARWIxeMGkvUax9VtVC9,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,audio_features,5KBARWIxeMGkvUax9VtVC9,spotify:track:5KBARWIxeMGkvUax9VtVC9,https://api.spotify.com/v1/tracks/5KBARWIxeMGkvUax9VtVC9,https://api.spotify.com/v1/audio-analysis/5KBARWIxeMGkvUax9VtVC9,126446,4,Saweetie - ICY,Pop,0
1023,Scotty McCreery,Damn Strait,,0gNrujgnSfw4LuSvd0Jbs6,0.523,0.64,4,-6.15,1,0.0295,0.0512,5.52e-05,0.0675,0.48,144.022,audio_features,0gNrujgnSfw4LuSvd0Jbs6,spotify:track:0gNrujgnSfw4LuSvd0Jbs6,https://api.spotify.com/v1/tracks/0gNrujgnSfw4LuSvd0Jbs6,https://api.spotify.com/v1/audio-analysis/0gNrujgnSfw4LuSvd0Jbs6,230227,4,Scotty McCreery - Same Truck,Pop,2
1024,Selena Gomez,Back To You,,4hQ6UGyWQIGJmHSo0J88JW,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,audio_features,4hQ6UGyWQIGJmHSo0J88JW,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,https://api.spotify.com/v1/tracks/4hQ6UGyWQIGJmHSo0J88JW,https://api.spotify.com/v1/audio-analysis/4hQ6UGyWQIGJmHSo0J88JW,207905,4,Selena Gomez - Back 2 You '18,Pop,2
1025,Selena Gomez,Come & Get It,,6LoQHIo74tOzQ8EsLEkhgF,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,audio_features,6LoQHIo74tOzQ8EsLEkhgF,spotify:track:6LoQHIo74tOzQ8EsLEkhgF,https://api.spotify.com/v1/tracks/6LoQHIo74tOzQ8EsLEkhgF,https://api.spotify.com/v1/audio-analysis/6LoQHIo74tOzQ8EsLEkhgF,231987,4,Selena Gomez - Come & Get It,Pop,3
1026,Selena Gomez,Hands To Myself,,1LoriJC05IrHIDwj3q0KC1,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016,audio_features,1LoriJC05IrHIDwj3q0KC1,spotify:track:1LoriJC05IrHIDwj3q0KC1,https://api.spotify.com/v1/tracks/1LoriJC05IrHIDwj3q0KC1,https://api.spotify.com/v1/audio-analysis/1LoriJC05IrHIDwj3q0KC1,200680,4,Selena Gomez - Hands To Myself (Remixes),Pop,3
1027,Selena Gomez,Lose You To Love Me,,4l0Mvzj72xxOpRrp6h8nHi,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,audio_features,4l0Mvzj72xxOpRrp6h8nHi,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/audio-analysis/4l0Mvzj72xxOpRrp6h8nHi,206459,4,Selena Gomez - Lose You To Love Me,Pop,1
1028,Selena Gomez,Same Old Love,,1BZG99C7Co1r6QUC3zaS59,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,audio_features,1BZG99C7Co1r6QUC3zaS59,spotify:track:1BZG99C7Co1r6QUC3zaS59,https://api.spotify.com/v1/tracks/1BZG99C7Co1r6QUC3zaS59,https://api.spotify.com/v1/audio-analysis/1BZG99C7Co1r6QUC3zaS59,229080,4,Selena Gomez - Same Old Love (Remixes),Pop,3
1029,Selena Gomez,The Heart Wants What It Wants,,6wJwkMo278iWVlWl1XQ4WA,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,audio_features,6wJwkMo278iWVlWl1XQ4WA,spotify:track:6wJwkMo278iWVlWl1XQ4WA,https://api.spotify.com/v1/tracks/6wJwkMo278iWVlWl1XQ4WA,https://api.spotify.com/v1/audio-analysis/6wJwkMo278iWVlWl1XQ4WA,227373,4,Selena Gomez - The Heart Wants What it Wants,Pop,3
